course_id,name,rating,reviews,Platform,actual_sentiment,preprocessed,flattened_reviews,sentiment
12226,iOS and CoreData: Create Data Driven Apps with Swift 3,5.0,"The course is straight-forward, well-explained and very relevant to .NET-developers.",Udemy,1,"['course', 'straight', 'forward', 'well', 'explained', 'relevant', 'net', 'developer']",course straight forward well explained relevant net developer,Positive
359550,Build a User Authentication Web App With Python and Django,5.0,the english language of the teacher is bad,Udemy,1,"['english', 'language', 'teacher', 'bad']",english language teacher bad,Positive
326326,ES6 Javascript: The Complete Developer's Guide,4.0,"so far the course is bad, only a few words on the slide, and a few lines of code, feel like he was reading the text book. The instructor said the code can be downloaded in the resource section. But  no code can be found anywhere.",Udemy,1,"['far', 'course', 'bad', 'word', 'slide', 'line', 'code', 'feel', 'like', 'reading', 'text', 'book', 'instructor', 'said', 'code', 'downloaded', 'resource', 'section', 'code', 'found', 'anywhere']",far course bad word slide line code feel like reading text book instructor said code downloaded resource section code found anywhere,Positive
convolutional-neural-networks-tensorflow,Convolutional Neural Networks in TensorFlow,3.0,It was fun and enjoyable learning this course. Good Job Dr.Andrew and team for such a successful journey. Special Thanks to Dr.Andrew who is a wonderful teacher. I wish that Coursera will keep doing this amazing job. Thanks! ,Coursera,0,"['fun', 'enjoyable', 'learning', 'course', 'good', 'job', 'dr', 'andrew', 'team', 'successful', 'journey', 'special', 'thanks', 'dr', 'andrew', 'wonderful', 'teacher', 'wish', 'coursera', 'keep', 'amazing', 'job', 'thanks']",fun enjoyable learning course good job dr andrew team successful journey special thanks dr andrew wonderful teacher wish coursera keep amazing job thanks,Positive
1254172,Professional Blog+CMS Development With Laravel 5,5.0,Great comprehensive course for advance topics.,Udemy,1,"['great', 'comprehensive', 'course', 'advance', 'topic']",great comprehensive course advance topic,Positive
it-security,IT Security: Defense against the digital dark arts,5.0,Nice build-up to the courses that follow.  ,Coursera,1,"['nice', 'build', 'course', 'follow']",nice build course follow,Positive
learning-how-to-learn,Learning How to Learn: Powerful mental tools to help you master tough subjects,4.0,Excellent material. Well organized. Good exercises that guide you to lear in a whole.,Coursera,1,"['excellent', 'material', 'well', 'organized', 'good', 'exercise', 'guide', 'lear', 'whole']",excellent material well organized good exercise guide lear whole,Positive
gcp-infrastructure-foundation,Essential Google Cloud Infrastructure: Foundation,5.0,Thank you so much for instructing Ana pelayo.Ana Pelayo.,Coursera,1,"['thank', 'much', 'instructing', 'ana', 'pelayo', 'ana', 'pelayo']",thank much instructing ana pelayo ana pelayo,Positive
496050,JavaScript: Learn Front End Web Development,4.5,"So far so good, just that i feel there should be more examples on a topic.",Udemy,1,"['far', 'good', 'feel', 'example', 'topic']",far good feel example topic,Positive
positive-psychology,Positive Psychology,5.0,This is my first course on Coursera and the experience was great. I am able to program in python now. Great teaching by Sir Charles. Thankyou Sir for teaching us programming in such a simple manner. ,Coursera,1,"['first', 'course', 'coursera', 'experience', 'great', 'able', 'program', 'python', 'great', 'teaching', 'sir', 'charles', 'thankyou', 'sir', 'teaching', 'u', 'programming', 'simple', 'manner']",first course coursera experience great able program python great teaching sir charles thankyou sir teaching u programming simple manner,Positive
924704,Projects in Laravel: Learn Laravel Building 10 Projects,5.0,"Clear, Concise & Useful instructions...A trend that Bharath follows in all his courses!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",Udemy,1,"['clear', 'concise', 'useful', 'instruction', 'trend', 'bharath', 'follows', 'course']",clear concise useful instruction trend bharath follows course,Positive
what-is-datascience,What is Data Science?,1.0,Dr. Chuck is excellent as always!,Coursera,-1,"['dr', 'chuck', 'excellent', 'always']",dr chuck excellent always,Neutral
convolutional-neural-networks,Convolutional Neural Networks,4.0,it was very helpful to me i learned a lot with this course ,Coursera,1,"['helpful', 'learned', 'lot', 'course']",helpful learned lot course,Positive
python-network-data,Using Python to Access Web Data,5.0,it's been greate... very well planned... instructor got an A+... very good materials an topics,Coursera,1,"['greate', 'well', 'planned', 'instructor', 'got', 'good', 'material', 'topic']",greate well planned instructor got good material topic,Positive
1206542,"DevOps with AWS CodePipeline, Jenkins and AWS CodeDeploy",5.0,good way to start,Udemy,1,"['good', 'way', 'start']",good way start,Positive
1108390,Machine Learning with C++,3.5,The video quality could have been better and audio is not consistent across all videos.,Udemy,0,"['video', 'quality', 'could', 'better', 'audio', 'consistent', 'across', 'video']",video quality could better audio consistent across video,Positive
os-power-user,Operating Systems and You: Becoming a Power User,5.0,Great course to get a over view of GCP,Coursera,1,"['great', 'course', 'get', 'view', 'gcp']",great course get view gcp,Positive
425576,The Coding Interview Bootcamp: Algorithms + Data Structures,3.5,There should be more of an explanation as to why the different structures are the way they are.,Udemy,0,"['explanation', 'different', 'structure', 'way']",explanation different structure way,Positive
making-architecture,Making Architecture,5.0,totally refreshing way to learn linear algerbra. This course opens my eyes. Thanks so much for bring it to the world!,Coursera,1,"['totally', 'refreshing', 'way', 'learn', 'linear', 'algerbra', 'course', 'open', 'eye', 'thanks', 'much', 'bring', 'world']",totally refreshing way learn linear algerbra course open eye thanks much bring world,Positive
1233648,Microsoft Access SQL: SQL for Non-Programmers,4.0,Really enjoying the course. Rick makes this a fun experience while also teaching useful information about both C# and Unity.,Udemy,1,"['really', 'enjoying', 'course', 'rick', 'make', 'fun', 'experience', 'also', 'teaching', 'useful', 'information', 'c', 'unity']",really enjoying course rick make fun experience also teaching useful information c unity,Positive
fundamentals-of-graphic-design,Fundamentals of Graphic Design,5.0,"Highly impactful course for anyone going into machine learning, especially for team leaders",Coursera,1,"['highly', 'impactful', 'course', 'anyone', 'going', 'machine', 'learning', 'especially', 'team', 'leader']",highly impactful course anyone going machine learning especially team leader,Positive
1009060,Accelerated JavaScript Training,5.0,"As a non-drawer (my cows generally look like cars and vice-versa) this is pretty awesome. For the first time in my too-many years I'm actually ""getting"" what I'm doing, and it's fun!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",Udemy,1,"['non', 'drawer', 'cow', 'generally', 'look', 'like', 'car', 'vice', 'versa', 'pretty', 'awesome', 'first', 'time', 'many', 'year', 'actually', 'getting', 'fun']",non drawer cow generally look like car vice versa pretty awesome first time many year actually getting fun,Positive
645950,Python for Beginners with Examples,5.0,The courseÃ¢Â€Â‹ is incomplete. Extremely disappointed.,Udemy,1,"['course', 'incomplete', 'extremely', 'disappointed']",course incomplete extremely disappointed,Positive
excel-essentials,Excel Skills for Business: Essentials,5.0,Excellent course with finest material included. Best course for beginners for researchers and best instructors included. ,Coursera,1,"['excellent', 'course', 'finest', 'material', 'included', 'best', 'course', 'beginner', 'researcher', 'best', 'instructor', 'included']",excellent course finest material included best course beginner researcher best instructor included,Positive
876850,PHP with Laravel for beginners - Become a Master in Laravel,4.5,Like the course,Udemy,1,"['like', 'course']",like course,Positive
959700,Oracle SQL : Become a Certified SQL Developer From Scratch!,4.5,"So far the course content is good, and the intention of this course is very clear, this course is a right course for me.",Udemy,1,"['far', 'course', 'content', 'good', 'intention', 'course', 'clear', 'course', 'right', 'course']",far course content good intention course clear course right course,Positive
uva-darden-market-analytics,Marketing Analytics,5.0,I expected it to have more slides / content than videos of talks.,Coursera,1,"['expected', 'slide', 'content', 'video', 'talk']",expected slide content video talk,Positive
